pairid,origin,destination,time_dep,time_arr,changes,dur,products,comments,tripdur,traintype_ice,traintype_ic
1,"Aachen Hbf","Aalen","6:51 AM","11:25 AM",2,"4:34","RE, ICE, RE","",274,1,0
1,"Aachen Hbf","Aalen","9:51 AM","3:25 PM",3,"5:34","RE, EC, ICE, RE","",334,1,0
1,"Aachen Hbf","Aalen","7:39 AM","12:25 PM",2,"4:46","ICE, ICE, RE","",286,1,0
1,"Aachen Hbf","Aalen","8:51 AM","1:25 PM",2,"4:34","RE, ICE, RE","",274,1,0
1,"Aachen Hbf","Aalen","8:51 AM","2:55 PM",4,"6:04","RE, ICE, RB, EC, IC","",364,1,1
1,"Aachen Hbf","Aalen","7:51 AM","1:25 PM",3,"5:34","RE, EC, ICE, RE","",334,1,0
1,"Aachen Hbf","Aalen","9:51 AM","2:25 PM",3,"4:34","RE, ICE, ICE, RE","",274,1,0
1,"Aachen Hbf","Aalen","7:51 AM","12:55 PM",2,"5:04","RE, ICE, IC","",304,1,1
1,"Aachen Hbf","Aalen","7:51 AM","12:25 PM",3,"4:34","RE, ICE, ICE, RE","",274,1,0
1,"Aachen Hbf","Aalen","9:51 AM","2:55 PM",2,"5:04","RE, ICE, IC","",304,1,1
1,"Aachen Hbf","Aalen","6:56 AM","12:55 PM",2,"5:59","RE, EC, IC","",359,0,1
2,"Aachen Hbf","Ahrweiler","6:18 AM","8:47 AM",2,"2:29","RE, RE, RB","",149,0,0
2,"Aachen Hbf","Ahrweiler","9:18 AM","11:47 AM",2,"2:29","RE, RE, RB","",149,0,0
2,"Aachen Hbf","Ahrweiler","7:39 AM","9:47 AM",2,"2:08","ICE, RE, RB","",128,1,0
2,"Aachen Hbf","Ahrweiler","6:56 AM","9:26 AM",2,"2:30","RE, EC, RB","",150,0,0
2,"Aachen Hbf","Ahrweiler","8:39 AM","10:47 AM",2,"2:08","THA, RE, RB","",128,0,0
2,"Aachen Hbf","Ahrweiler","7:51 AM","10:26 AM",2,"2:35","RE, IC, RB","",155,0,1
2,"Aachen Hbf","Ahrweiler","8:51 AM","11:26 AM",2,"2:35","RE, ICE, RB","",155,1,0
3,"Aachen Hbf","Aichach","6:56 AM","2:12 PM",2,"7:16","RE, EC, BRB","",436,0,0
3,"Aachen Hbf","Aichach","7:39 AM","1:38 PM",2,"5:59","ICE, ICE, BRB","",359,1,0
3,"Aachen Hbf","Aichach","8:51 AM","2:42 PM",2,"5:51","RE, ICE, BRB","",351,1,0
3,"Aachen Hbf","Aichach","8:51 AM","4:12 PM",4,"7:21","RE, ICE, RB, EC, BRB","",441,1,0
3,"Aachen Hbf","Aichach","6:28 AM","12:38 PM",3,"6:10","RE, ICE, ICE, BRB","",370,1,0
3,"Aachen Hbf","Aichach","6:51 AM","1:38 PM",2,"6:47","RE, ICE, BRB","",407,1,0
3,"Aachen Hbf","Aichach","7:51 AM","2:42 PM",3,"6:51","RE, EC, ICE, BRB","",411,1,0
3,"Aachen Hbf","Aichach","9:18 AM","3:38 PM",3,"6:20","RE, ICE, ICE, BRB","",380,1,0
3,"Aachen Hbf","Aichach","7:51 AM","1:38 PM",3,"5:47","RE, ICE, ICE, BRB","",347,1,0
3,"Aachen Hbf","Aichach","7:51 AM","3:12 PM",3,"7:21","RE, EC, IC, BRB","",441,0,1
3,"Aachen Hbf","Aichach","8:39 AM","2:38 PM",4,"5:59","THA, RB, ICE, ICE, BRB","",359,1,0
3,"Aachen Hbf","Aichach","8:18 AM","2:38 PM",3,"6:20","RE, ICE, ICE, BRB","",380,1,0
3,"Aachen Hbf","Aichach","6:51 AM","12:42 PM",2,"5:51","RE, ICE, BRB","",351,1,0
4,"Aachen Hbf","Altenburg","7:39 AM","2:49 PM",3,"7:10","ICE, IC, RE, RE","",430,1,1
4,"Aachen Hbf","Altenburg","7:39 AM","3:08 PM",2,"7:29","ICE, IC, RE","",449,1,1
4,"Aachen Hbf","Altenburg","6:51 AM","2:49 PM",4,"7:58","RE, ICE, IC, RE, RE","",478,1,1
4,"Aachen Hbf","Altenburg","9:51 AM","4:49 PM",4,"6:58","RE, ICE, IC, RE, RE","",418,1,1
4,"Aachen Hbf","Altenburg","8:51 AM","4:49 PM",4,"7:58","RE, ICE, IC, RE, RE","",478,1,1
4,"Aachen Hbf","Altenburg","9:51 AM","5:40 PM",3,"7:49","RE, EC, ICE, RE","",469,1,0
4,"Aachen Hbf","Altenburg","7:51 AM","3:08 PM",3,"7:17","RE, ICE, IC, RE","",437,1,1
4,"Aachen Hbf","Altenburg","9:51 AM","6:49 PM",5,"8:58","RE, EC, RE, IC, RE, RE","",538,0,1
4,"Aachen Hbf","Altenburg","7:51 AM","4:49 PM",5,"8:58","RE, EC, RE, IC, RE, RE","",538,0,1
4,"Aachen Hbf","Altenburg","7:51 AM","3:37 PM",3,"7:46","RE, EC, ICE, RE","",466,1,0
4,"Aachen Hbf","Altenburg","8:51 AM","3:37 PM",3,"6:46","RE, ICE, ICE, RE","",406,1,0
4,"Aachen Hbf","Altenburg","9:51 AM","5:08 PM",3,"7:17","RE, ICE, IC, RE","",437,1,1
4,"Aachen Hbf","Altenburg","7:51 AM","2:49 PM",4,"6:58","RE, ICE, IC, RE, RE","",418,1,1
4,"Aachen Hbf","Altenburg","7:39 AM","3:08 PM",3,"7:29","ICE, ICE, IC, RE","",449,1,1
4,"Aachen Hbf","Altenburg","9:18 AM","5:08 PM",3,"7:50","RE, ICE, IC, RE","",470,1,1
4,"Aachen Hbf","Altenburg","6:51 AM","1:40 PM",3,"6:49","RE, ICE, ICE, RE","",409,1,0
5,"Aachen Hbf","Altenkirchen(Westerwald)","7:39 AM","9:40 AM",2,"2:01","ICE, RE, VEC","",121,1,0
5,"Aachen Hbf","Altenkirchen(Westerwald)","8:18 AM","10:40 AM",1,"2:22","RE, VEC","",142,0,0
5,"Aachen Hbf","Altenkirchen(Westerwald)","7:18 AM","9:40 AM",1,"2:22","RE, VEC","",142,0,0
5,"Aachen Hbf","Altenkirchen(Westerwald)","8:39 AM","10:40 AM",2,"2:01","THA, RE, VEC","",121,0,0
5,"Aachen Hbf","Altenkirchen(Westerwald)","6:18 AM","8:40 AM",1,"2:22","RE, VEC","",142,0,0
5,"Aachen Hbf","Altenkirchen(Westerwald)","9:18 AM","11:40 AM",1,"2:22","RE, VEC","",142,0,0
6,"Aachen Hbf","Altštting","6:51 AM","2:51 PM",3,"8:00","RE, ICE, RB, RB","",480,1,0
6,"Aachen Hbf","Altštting","7:51 AM","4:51 PM",4,"9:00","RE, EC, ICE, RE, RB","",540,1,0
6,"Aachen Hbf","Altštting","8:18 AM","3:51 PM",3,"7:33","RE, ICE, S, RB","",453,1,0
6,"Aachen Hbf","Altštting","6:56 AM","3:51 PM",3,"8:55","RE, EC, S, RB","",535,0,0
6,"Aachen Hbf","Altštting","8:39 AM","3:51 PM",4,"7:12","THA, RB, ICE, S, RB","",432,1,0
6,"Aachen Hbf","Altštting","8:51 AM","5:51 PM",4,"9:00","RE, ICE, ALX, RB, RB","[BQ]",540,1,0
6,"Aachen Hbf","Altštting","9:18 AM","4:51 PM",3,"7:33","RE, ICE, RE, RB","",453,1,0
6,"Aachen Hbf","Altštting","7:51 AM","4:51 PM",4,"9:00","RE, EC, IC, RE, RB","",540,0,1
7,"Aachen Hbf","Alzey","7:39 AM","11:04 AM",2,"3:25","ICE, S, RB","",205,1,0
7,"Aachen Hbf","Alzey","8:51 AM","12:31 PM",2,"3:40","RE, ICE, RE","",220,1,0
7,"Aachen Hbf","Alzey","7:51 AM","11:31 AM",2,"3:40","RE, EC, RE","",220,0,0
7,"Aachen Hbf","Alzey","9:51 AM","1:38 PM",3,"3:47","RE, IC, MRB, RB","",227,0,1
7,"Aachen Hbf","Alzey","6:56 AM","10:38 AM",3,"3:42","RE, EC, MRB, RB","",222,0,0
7,"Aachen Hbf","Alzey","8:51 AM","1:38 PM",2,"4:47","RE, MRB, RB","",287,0,0
7,"Aachen Hbf","Alzey","9:51 AM","2:04 PM",2,"4:13","RE, IC, RB","",253,0,1
7,"Aachen Hbf","Alzey","8:18 AM","12:38 PM",3,"4:20","RE, RE, MRB, RB","",260,0,0
7,"Aachen Hbf","Alzey","6:51 AM","11:04 AM",2,"4:13","RE, ICE, RB","",253,1,0
8,"Aachen Hbf","Amberg","7:51 AM","2:49 PM",4,"6:58","RE, EC, ICE, ICE, ALX","",418,1,0
8,"Aachen Hbf","Amberg","8:51 AM","3:42 PM",2,"6:51","RE, ICE, RE","",411,1,0
8,"Aachen Hbf","Amberg","8:39 AM","2:40 PM",3,"6:01","THA, RB, ICE, RE","",361,1,0
8,"Aachen Hbf","Amberg","7:51 AM","1:40 PM",3,"5:49","RE, ICE, ICE, RE","",349,1,0
8,"Aachen Hbf","Amberg","6:28 AM","12:28 PM",2,"6:00","RE, ICE, RE","",360,1,0
8,"Aachen Hbf","Amberg","7:39 AM","1:40 PM",2,"6:01","ICE, ICE, RE","",361,1,0
8,"Aachen Hbf","Amberg","9:18 AM","2:49 PM",2,"5:31","RE, ICE, ALX","",331,1,0
8,"Aachen Hbf","Amberg","6:51 AM","1:40 PM",2,"6:49","RE, ICE, RE","",409,1,0
8,"Aachen Hbf","Amberg","8:18 AM","2:40 PM",2,"6:22","RE, ICE, RE","",382,1,0
9,"Aachen Hbf","Annaberg-Buchholz Mitte","9:51 AM","7:48 PM",4,"9:57","RE, EC, ICE, RE, RB","",597,1,0
9,"Aachen Hbf","Annaberg-Buchholz Mitte","9:18 AM","6:49 PM",4,"9:31","RE, ICE, IC, RE, RB","",571,1,1
9,"Aachen Hbf","Annaberg-Buchholz Mitte","7:39 AM","4:48 PM",3,"9:09","ICE, IC, RE, RB","",549,1,1
9,"Aachen Hbf","Annaberg-Buchholz Mitte","8:51 AM","5:48 PM",4,"8:57","RE, ICE, ICE, RE, RB","",537,1,0
9,"Aachen Hbf","Annaberg-Buchholz Mitte","7:51 AM","5:48 PM",3,"9:57","RE, IC, RE, RB","",597,0,1
9,"Aachen Hbf","Annaberg-Buchholz Mitte","7:39 AM","4:48 PM",4,"9:09","ICE, ICE, IC, RE, RB","",549,1,1
9,"Aachen Hbf","Annaberg-Buchholz Mitte","9:51 AM","6:49 PM",4,"8:58","RE, ICE, IC, RE, RB","",538,1,1
9,"Aachen Hbf","Annaberg-Buchholz Mitte","7:51 AM","4:48 PM",4,"8:57","RE, ICE, IC, RE, RB","",537,1,1
9,"Aachen Hbf","Annaberg-Buchholz Mitte","6:51 AM","3:48 PM",4,"8:57","RE, ICE, ICE, RE, RB","",537,1,0
10,"Aachen Hbf","Ansbach","9:51 AM","4:46 PM",4,"6:55","RE, EC, ICE, ICE, RB","",415,1,0
10,"Aachen Hbf","Ansbach","6:56 AM","1:49 PM",2,"6:53","RE, EC, IC","",413,0,1
10,"Aachen Hbf","Ansbach","8:51 AM","2:46 PM",2,"5:55","RE, ICE, RB","",355,1,0
10,"Aachen Hbf","Ansbach","9:51 AM","2:46 PM",3,"4:55","RE, ICE, ICE, RB","",295,1,0
10,"Aachen Hbf","Ansbach","7:39 AM","12:15 PM",2,"4:36","ICE, ICE, IC","",276,1,1
10,"Aachen Hbf","Ansbach","6:51 AM","12:47 PM",2,"5:56","RE, ICE, RB","",356,1,0
10,"Aachen Hbf","Ansbach","7:51 AM","12:47 PM",3,"4:56","RE, ICE, ICE, RB","",296,1,0
10,"Aachen Hbf","Ansbach","9:18 AM","2:46 PM",2,"5:28","RE, ICE, RB","",328,1,0
10,"Aachen Hbf","Ansbach","8:39 AM","1:47 PM",3,"5:08","THA, RB, ICE, RB","",308,1,0
10,"Aachen Hbf","Ansbach","6:28 AM","11:46 AM",2,"5:18","RE, ICE, RB","",318,1,0
10,"Aachen Hbf","Ansbach","8:18 AM","1:47 PM",2,"5:29","RE, ICE, RB","",329,1,0
11,"Aachen Hbf","Apolda","9:51 AM","3:30 PM",3,"5:39","RE, ICE, IC, RB","",339,1,1
11,"Aachen Hbf","Apolda","7:39 AM","1:30 PM",2,"5:51","ICE, IC, RB","",351,1,1
11,"Aachen Hbf","Apolda","7:51 AM","2:30 PM",3,"6:39","RE, EC, ICE, RB","",399,1,0
11,"Aachen Hbf","Apolda","6:51 AM","1:30 PM",3,"6:39","RE, ICE, IC, RB","",399,1,1
11,"Aachen Hbf","Apolda","7:51 AM","1:30 PM",3,"5:39","RE, ICE, IC, RB","",339,1,1
11,"Aachen Hbf","Apolda","9:51 AM","4:30 PM",3,"6:39","RE, EC, ICE, RB","",399,1,0
11,"Aachen Hbf","Apolda","7:51 AM","3:30 PM",4,"7:39","RE, EC, RE, IC, RB","",459,0,1
11,"Aachen Hbf","Apolda","8:51 AM","3:30 PM",3,"6:39","RE, ICE, IC, RB","",399,1,1
11,"Aachen Hbf","Apolda","6:51 AM","12:30 PM",3,"5:39","RE, ICE, ICE, RB","",339,1,0
11,"Aachen Hbf","Apolda","8:51 AM","2:30 PM",3,"5:39","RE, ICE, ICE, RB","",339,1,0
11,"Aachen Hbf","Apolda","9:51 AM","5:30 PM",4,"7:39","RE, EC, RE, IC, RB","",459,0,1
12,"Aachen Hbf","Arnstadt Hbf","9:51 AM","2:59 PM",4,"5:08","RE, ICE, IC, RE, RB","",308,1,1
12,"Aachen Hbf","Arnstadt Hbf","6:51 AM","12:59 PM",4,"6:08","RE, ICE, IC, RE, RB","",368,1,1
12,"Aachen Hbf","Arnstadt Hbf","7:51 AM","1:08 PM",3,"5:17","RE, ICE, IC, STB","",317,1,1
12,"Aachen Hbf","Arnstadt Hbf","7:51 AM","2:59 PM",5,"7:08","RE, EC, RE, IC, RE, RB","",428,0,1
12,"Aachen Hbf","Arnstadt Hbf","9:51 AM","3:08 PM",3,"5:17","RE, ICE, IC, STB","",317,1,1
12,"Aachen Hbf","Arnstadt Hbf","9:51 AM","3:58 PM",3,"6:07","RE, EC, ICE, EB","",367,1,0
12,"Aachen Hbf","Arnstadt Hbf","7:39 AM","12:59 PM",3,"5:20","ICE, IC, RE, RB","",320,1,1
12,"Aachen Hbf","Arnstadt Hbf","8:51 AM","2:59 PM",4,"6:08","RE, ICE, IC, RE, RB","",368,1,1
12,"Aachen Hbf","Arnstadt Hbf","7:39 AM","1:08 PM",2,"5:29","ICE, IC, STB","",329,1,1
12,"Aachen Hbf","Arnstadt Hbf","6:51 AM","11:58 AM",3,"5:07","RE, ICE, ICE, EB","",307,1,0
12,"Aachen Hbf","Arnstadt Hbf","7:51 AM","1:58 PM",3,"6:07","RE, EC, ICE, EB","",367,1,0
12,"Aachen Hbf","Arnstadt Hbf","7:51 AM","12:59 PM",4,"5:08","RE, ICE, IC, RE, RB","",308,1,1
12,"Aachen Hbf","Arnstadt Hbf","9:51 AM","4:59 PM",5,"7:08","RE, EC, RE, IC, RE, RB","",428,0,1
12,"Aachen Hbf","Arnstadt Hbf","8:51 AM","1:58 PM",3,"5:07","RE, ICE, ICE, EB","",307,1,0
13,"Aachen Hbf","Aschaffenburg Hbf","7:51 AM","11:16 AM",3,"3:25","RE, ICE, IC, RE","",205,1,1
13,"Aachen Hbf","Aschaffenburg Hbf","8:18 AM","11:22 AM",1,"3:04","RE, ICE","",184,1,0
13,"Aachen Hbf","Aschaffenburg Hbf","6:28 AM","9:22 AM",1,"2:54","RE, ICE","",174,1,0
13,"Aachen Hbf","Aschaffenburg Hbf","8:39 AM","11:22 AM",2,"2:43","THA, RB, ICE","",163,1,0
13,"Aachen Hbf","Aschaffenburg Hbf","9:18 AM","12:22 PM",1,"3:04","RE, ICE","",184,1,0
13,"Aachen Hbf","Aschaffenburg Hbf","6:51 AM","11:13 AM",2,"4:22","RE, ICE, RB","",262,1,0
13,"Aachen Hbf","Aschaffenburg Hbf","6:51 AM","10:16 AM",3,"3:25","RE, ICE, ICE, RE","",205,1,0
13,"Aachen Hbf","Aschaffenburg Hbf","7:51 AM","12:13 PM",2,"4:22","RE, EC, RB","",262,0,0
13,"Aachen Hbf","Aschaffenburg Hbf","7:39 AM","10:22 AM",1,"2:43","ICE, ICE","",163,1,0
13,"Aachen Hbf","Aschaffenburg Hbf","8:51 AM","1:09 PM",2,"4:18","RE, ICE, RB","",258,1,0
13,"Aachen Hbf","Aschaffenburg Hbf","8:51 AM","12:16 PM",3,"3:25","RE, ICE, ICE, RE","",205,1,0
14,"Aachen Hbf","Augsburg Hbf","9:51 AM","2:53 PM",2,"5:02","RE, ICE, ICE","",302,1,0
14,"Aachen Hbf","Augsburg Hbf","8:51 AM","1:53 PM",1,"5:02","RE, ICE","",302,1,0
14,"Aachen Hbf","Augsburg Hbf","8:51 AM","3:40 PM",3,"6:49","RE, ICE, RB, EC","",409,1,0
14,"Aachen Hbf","Augsburg Hbf","7:51 AM","1:53 PM",2,"6:02","RE, EC, ICE","",362,1,0
14,"Aachen Hbf","Augsburg Hbf","6:56 AM","1:40 PM",1,"6:44","RE, EC","",404,0,0
14,"Aachen Hbf","Augsburg Hbf","7:51 AM","2:37 PM",2,"6:46","RE, EC, IC","",406,0,1
14,"Aachen Hbf","Augsburg Hbf","7:39 AM","12:53 PM",1,"5:14","ICE, ICE","",314,1,0
14,"Aachen Hbf","Augsburg Hbf","7:51 AM","12:53 PM",2,"5:02","RE, ICE, ICE","",302,1,0
14,"Aachen Hbf","Augsburg Hbf","6:51 AM","11:53 AM",1,"5:02","RE, ICE","",302,1,0
14,"Aachen Hbf","Augsburg Hbf","9:51 AM","3:53 PM",2,"6:02","RE, EC, ICE","",362,1,0
15,"Aachen Hbf","Bad Belzig","7:39 AM","2:57 PM",4,"7:18","ICE, ICE, IC, RB, RE","",438,1,1
15,"Aachen Hbf","Bad Belzig","7:51 AM","3:57 PM",3,"8:06","RE, IC, RE, RE","",486,0,1
15,"Aachen Hbf","Bad Belzig","8:13 AM","4:57 PM",5,"8:44","RE, RE, IC, IC, RB, RE","",524,0,1
15,"Aachen Hbf","Bad Belzig","8:18 AM","4:57 PM",6,"8:39","RE, RE, RE, IC, IC, RB, RE","",519,0,1
15,"Aachen Hbf","Bad Belzig","8:39 AM","4:02 PM",3,"7:23","THA, ICE, S, RE","[g0]",443,1,0
15,"Aachen Hbf","Bad Belzig","9:18 AM","5:02 PM",3,"7:44","RE, ICE, S, RE","[g0]",464,1,0
15,"Aachen Hbf","Bad Belzig","9:18 AM","4:57 PM",4,"7:39","RE, ICE, IC, RB, RE","",459,1,1
